ID,CorpIndustrial,Economia,GovSocial,Mercados
news_00173.xml,0.25000,0.25000,0.25000,0.25000
news_00174.xml,0.25000,0.25000,0.25000,0.25000
news_00175.xml,0.25000,0.25000,0.25000,0.25000
news_00176.xml,0.25000,0.25000,0.25000,0.25000
news_00177.xml,0.25000,0.25000,0.25000,0.25000
news_00181.xml,0.25000,0.25000,0.25000,0.25000
news_00183.xml,0.25000,0.25000,0.25000,0.25000
news_00184.xml,0.25000,0.25000,0.25000,0.25000
news_00188.xml,0.25000,0.25000,0.25000,0.25000
news_00201.xml,0.25000,0.25000,0.25000,0.25000
news_00203.xml,0.25000,0.25000,0.25000,0.25000
news_00208.xml,0.25000,0.25000,0.25000,0.25000
news_00209.xml,0.25000,0.25000,0.25000,0.25000
news_00211.xml,0.25000,0.25000,0.25000,0.25000
news_00213.xml,0.25000,0.25000,0.25000,0.25000
news_00214.xml,0.25000,0.25000,0.25000,0.25000
news_00216.xml,0.25000,0.25000,0.25000,0.25000
news_00217.xml,0.25000,0.25000,0.25000,0.25000
news_00220.xml,0.25000,0.25000,0.25000,0.25000
news_00224.xml,0.25000,0.25000,0.25000,0.25000
news_00225.xml,0.25000,0.25000,0.25000,0.25000
news_00226.xml,0.25000,0.25000,0.25000,0.25000
news_00232.xml,0.25000,0.25000,0.25000,0.25000
news_00234.xml,0.25000,0.25000,0.25000,0.25000
news_00235.xml,0.25000,0.25000,0.25000,0.25000
news_00236.xml,0.25000,0.25000,0.25000,0.25000
news_00238.xml,0.25000,0.25000,0.25000,0.25000
news_00245.xml,0.25000,0.25000,0.25000,0.25000
news_00246.xml,0.25000,0.25000,0.25000,0.25000
news_00250.xml,0.25000,0.25000,0.25000,0.25000
news_00258.xml,0.25000,0.25000,0.25000,0.25000
news_00268.xml,0.25000,0.25000,0.25000,0.25000
news_00275.xml,0.25000,0.25000,0.25000,0.25000
news_00282.xml,0.25000,0.25000,0.25000,0.25000
news_00283.xml,0.25000,0.25000,0.25000,0.25000
news_00290.xml,0.25000,0.25000,0.25000,0.25000
news_00293.xml,0.25000,0.25000,0.25000,0.25000
news_00299.xml,0.25000,0.25000,0.25000,0.25000
news_00301.xml,0.25000,0.25000,0.25000,0.25000
news_00302.xml,0.25000,0.25000,0.25000,0.25000
news_00304.xml,0.25000,0.25000,0.25000,0.25000
news_00307.xml,0.25000,0.25000,0.25000,0.25000
news_00309.xml,0.25000,0.25000,0.25000,0.25000
news_00316.xml,0.25000,0.25000,0.25000,0.25000
news_00317.xml,0.25000,0.25000,0.25000,0.25000
news_00323.xml,0.25000,0.25000,0.25000,0.25000
news_00324.xml,0.25000,0.25000,0.25000,0.25000
news_00326.xml,0.25000,0.25000,0.25000,0.25000
news_00330.xml,0.25000,0.25000,0.25000,0.25000
news_00333.xml,0.25000,0.25000,0.25000,0.25000
news_00334.xml,0.25000,0.25000,0.25000,0.25000
news_00341.xml,0.25000,0.25000,0.25000,0.25000
news_00346.xml,0.25000,0.25000,0.25000,0.25000
news_00348.xml,0.25000,0.25000,0.25000,0.25000
news_00354.xml,0.25000,0.25000,0.25000,0.25000
news_00356.xml,0.25000,0.25000,0.25000,0.25000
news_00364.xml,0.25000,0.25000,0.25000,0.25000
news_00365.xml,0.25000,0.25000,0.25000,0.25000
news_00366.xml,0.25000,0.25000,0.25000,0.25000
news_00367.xml,0.25000,0.25000,0.25000,0.25000
news_00369.xml,0.25000,0.25000,0.25000,0.25000
news_00370.xml,0.25000,0.25000,0.25000,0.25000
news_00371.xml,0.25000,0.25000,0.25000,0.25000
news_00372.xml,0.25000,0.25000,0.25000,0.25000
news_00376.xml,0.25000,0.25000,0.25000,0.25000
news_00381.xml,0.25000,0.25000,0.25000,0.25000
news_00382.xml,0.25000,0.25000,0.25000,0.25000
news_00384.xml,0.25000,0.25000,0.25000,0.25000
news_00388.xml,0.25000,0.25000,0.25000,0.25000
news_00389.xml,0.25000,0.25000,0.25000,0.25000
news_00390.xml,0.25000,0.25000,0.25000,0.25000
news_00391.xml,0.25000,0.25000,0.25000,0.25000
news_00392.xml,0.25000,0.25000,0.25000,0.25000
news_00396.xml,0.25000,0.25000,0.25000,0.25000
news_00398.xml,0.25000,0.25000,0.25000,0.25000
news_00401.xml,0.25000,0.25000,0.25000,0.25000
news_00402.xml,0.25000,0.25000,0.25000,0.25000
news_00411.xml,0.25000,0.25000,0.25000,0.25000
news_00413.xml,0.25000,0.25000,0.25000,0.25000
news_00414.xml,0.25000,0.25000,0.25000,0.25000
news_00418.xml,0.25000,0.25000,0.25000,0.25000
news_00422.xml,0.25000,0.25000,0.25000,0.25000
news_00426.xml,0.25000,0.25000,0.25000,0.25000
news_00429.xml,0.25000,0.25000,0.25000,0.25000
news_00432.xml,0.25000,0.25000,0.25000,0.25000
news_00437.xml,0.25000,0.25000,0.25000,0.25000
news_00440.xml,0.25000,0.25000,0.25000,0.25000
news_00441.xml,0.25000,0.25000,0.25000,0.25000
news_00444.xml,0.25000,0.25000,0.25000,0.25000
news_00448.xml,0.25000,0.25000,0.25000,0.25000
news_00451.xml,0.25000,0.25000,0.25000,0.25000
news_00452.xml,0.25000,0.25000,0.25000,0.25000
news_00461.xml,0.25000,0.25000,0.25000,0.25000
news_00464.xml,0.25000,0.25000,0.25000,0.25000
news_00473.xml,0.25000,0.25000,0.25000,0.25000
news_00477.xml,0.25000,0.25000,0.25000,0.25000
news_00484.xml,0.25000,0.25000,0.25000,0.25000
news_00487.xml,0.25000,0.25000,0.25000,0.25000
news_00488.xml,0.25000,0.25000,0.25000,0.25000
news_00490.xml,0.25000,0.25000,0.25000,0.25000
news_00492.xml,0.25000,0.25000,0.25000,0.25000
news_00497.xml,0.25000,0.25000,0.25000,0.25000
news_00502.xml,0.25000,0.25000,0.25000,0.25000
news_00506.xml,0.25000,0.25000,0.25000,0.25000
news_00507.xml,0.25000,0.25000,0.25000,0.25000
news_00518.xml,0.25000,0.25000,0.25000,0.25000
news_00519.xml,0.25000,0.25000,0.25000,0.25000
news_00525.xml,0.25000,0.25000,0.25000,0.25000
news_00529.xml,0.25000,0.25000,0.25000,0.25000
news_00540.xml,0.25000,0.25000,0.25000,0.25000
news_00541.xml,0.25000,0.25000,0.25000,0.25000
news_00542.xml,0.25000,0.25000,0.25000,0.25000
news_00543.xml,0.25000,0.25000,0.25000,0.25000
news_00544.xml,0.25000,0.25000,0.25000,0.25000
news_00546.xml,0.25000,0.25000,0.25000,0.25000
news_00548.xml,0.25000,0.25000,0.25000,0.25000
news_00549.xml,0.25000,0.25000,0.25000,0.25000
news_00552.xml,0.25000,0.25000,0.25000,0.25000
news_00554.xml,0.25000,0.25000,0.25000,0.25000
news_00559.xml,0.25000,0.25000,0.25000,0.25000
news_00561.xml,0.25000,0.25000,0.25000,0.25000
news_00562.xml,0.25000,0.25000,0.25000,0.25000
news_00565.xml,0.25000,0.25000,0.25000,0.25000
news_00566.xml,0.25000,0.25000,0.25000,0.25000
news_00567.xml,0.25000,0.25000,0.25000,0.25000
news_00568.xml,0.25000,0.25000,0.25000,0.25000
news_00569.xml,0.25000,0.25000,0.25000,0.25000
news_00570.xml,0.25000,0.25000,0.25000,0.25000
news_00573.xml,0.25000,0.25000,0.25000,0.25000
news_00576.xml,0.25000,0.25000,0.25000,0.25000
news_00577.xml,0.25000,0.25000,0.25000,0.25000
news_00578.xml,0.25000,0.25000,0.25000,0.25000
news_00584.xml,0.25000,0.25000,0.25000,0.25000
news_00586.xml,0.25000,0.25000,0.25000,0.25000
news_00594.xml,0.25000,0.25000,0.25000,0.25000
news_00595.xml,0.25000,0.25000,0.25000,0.25000
news_00596.xml,0.25000,0.25000,0.25000,0.25000
news_00597.xml,0.25000,0.25000,0.25000,0.25000
news_00600.xml,0.25000,0.25000,0.25000,0.25000
news_00601.xml,0.25000,0.25000,0.25000,0.25000
news_00606.xml,0.25000,0.25000,0.25000,0.25000
news_00611.xml,0.25000,0.25000,0.25000,0.25000
news_00616.xml,0.25000,0.25000,0.25000,0.25000
news_00618.xml,0.25000,0.25000,0.25000,0.25000
news_00619.xml,0.25000,0.25000,0.25000,0.25000
news_00621.xml,0.25000,0.25000,0.25000,0.25000
news_00627.xml,0.25000,0.25000,0.25000,0.25000
news_00629.xml,0.25000,0.25000,0.25000,0.25000
news_00634.xml,0.25000,0.25000,0.25000,0.25000
news_00637.xml,0.25000,0.25000,0.25000,0.25000
news_00638.xml,0.25000,0.25000,0.25000,0.25000
news_00639.xml,0.25000,0.25000,0.25000,0.25000
news_00644.xml,0.25000,0.25000,0.25000,0.25000
news_00647.xml,0.25000,0.25000,0.25000,0.25000
news_00648.xml,0.25000,0.25000,0.25000,0.25000
news_00656.xml,0.25000,0.25000,0.25000,0.25000
news_00658.xml,0.25000,0.25000,0.25000,0.25000
news_00661.xml,0.25000,0.25000,0.25000,0.25000
news_00662.xml,0.25000,0.25000,0.25000,0.25000
news_00663.xml,0.25000,0.25000,0.25000,0.25000
news_00664.xml,0.25000,0.25000,0.25000,0.25000
news_00669.xml,0.25000,0.25000,0.25000,0.25000
news_00670.xml,0.25000,0.25000,0.25000,0.25000
news_00672.xml,0.25000,0.25000,0.25000,0.25000
news_00684.xml,0.25000,0.25000,0.25000,0.25000
news_00689.xml,0.25000,0.25000,0.25000,0.25000
news_00691.xml,0.25000,0.25000,0.25000,0.25000
news_00692.xml,0.25000,0.25000,0.25000,0.25000
news_00694.xml,0.25000,0.25000,0.25000,0.25000
news_00697.xml,0.25000,0.25000,0.25000,0.25000
news_00699.xml,0.25000,0.25000,0.25000,0.25000
news_00702.xml,0.25000,0.25000,0.25000,0.25000
news_00705.xml,0.25000,0.25000,0.25000,0.25000
news_00716.xml,0.25000,0.25000,0.25000,0.25000
news_00720.xml,0.25000,0.25000,0.25000,0.25000
news_00722.xml,0.25000,0.25000,0.25000,0.25000
news_00730.xml,0.25000,0.25000,0.25000,0.25000
news_00731.xml,0.25000,0.25000,0.25000,0.25000
news_00733.xml,0.25000,0.25000,0.25000,0.25000
news_00741.xml,0.25000,0.25000,0.25000,0.25000
news_00745.xml,0.25000,0.25000,0.25000,0.25000
news_00747.xml,0.25000,0.25000,0.25000,0.25000
news_00753.xml,0.25000,0.25000,0.25000,0.25000
news_00755.xml,0.25000,0.25000,0.25000,0.25000
news_00765.xml,0.25000,0.25000,0.25000,0.25000
news_00766.xml,0.25000,0.25000,0.25000,0.25000
news_00770.xml,0.25000,0.25000,0.25000,0.25000
news_00772.xml,0.25000,0.25000,0.25000,0.25000
news_00774.xml,0.25000,0.25000,0.25000,0.25000
news_00775.xml,0.25000,0.25000,0.25000,0.25000
news_00779.xml,0.25000,0.25000,0.25000,0.25000
news_00783.xml,0.25000,0.25000,0.25000,0.25000
news_00785.xml,0.25000,0.25000,0.25000,0.25000
news_00796.xml,0.25000,0.25000,0.25000,0.25000
news_00802.xml,0.25000,0.25000,0.25000,0.25000
news_00805.xml,0.25000,0.25000,0.25000,0.25000
news_00806.xml,0.25000,0.25000,0.25000,0.25000
news_00808.xml,0.25000,0.25000,0.25000,0.25000
news_00823.xml,0.25000,0.25000,0.25000,0.25000
news_00827.xml,0.25000,0.25000,0.25000,0.25000
news_00829.xml,0.25000,0.25000,0.25000,0.25000
news_00830.xml,0.25000,0.25000,0.25000,0.25000
news_00831.xml,0.25000,0.25000,0.25000,0.25000
news_00838.xml,0.25000,0.25000,0.25000,0.25000
news_00845.xml,0.25000,0.25000,0.25000,0.25000
news_00846.xml,0.25000,0.25000,0.25000,0.25000
news_00847.xml,0.25000,0.25000,0.25000,0.25000
news_00849.xml,0.25000,0.25000,0.25000,0.25000
news_00851.xml,0.25000,0.25000,0.25000,0.25000
news_00854.xml,0.25000,0.25000,0.25000,0.25000
news_00857.xml,0.25000,0.25000,0.25000,0.25000
news_00859.xml,0.25000,0.25000,0.25000,0.25000
news_00863.xml,0.25000,0.25000,0.25000,0.25000
news_00864.xml,0.25000,0.25000,0.25000,0.25000
news_00868.xml,0.25000,0.25000,0.25000,0.25000
news_00873.xml,0.25000,0.25000,0.25000,0.25000
news_00875.xml,0.25000,0.25000,0.25000,0.25000
news_00878.xml,0.25000,0.25000,0.25000,0.25000
news_00881.xml,0.25000,0.25000,0.25000,0.25000
news_00884.xml,0.25000,0.25000,0.25000,0.25000
news_00886.xml,0.25000,0.25000,0.25000,0.25000
news_00889.xml,0.25000,0.25000,0.25000,0.25000
news_00890.xml,0.25000,0.25000,0.25000,0.25000
news_00891.xml,0.25000,0.25000,0.25000,0.25000
news_00894.xml,0.25000,0.25000,0.25000,0.25000
news_00896.xml,0.25000,0.25000,0.25000,0.25000
news_00899.xml,0.25000,0.25000,0.25000,0.25000
news_00900.xml,0.25000,0.25000,0.25000,0.25000
news_00902.xml,0.25000,0.25000,0.25000,0.25000
news_00903.xml,0.25000,0.25000,0.25000,0.25000
news_00904.xml,0.25000,0.25000,0.25000,0.25000
news_00905.xml,0.25000,0.25000,0.25000,0.25000
news_00907.xml,0.25000,0.25000,0.25000,0.25000
news_00909.xml,0.25000,0.25000,0.25000,0.25000
news_00925.xml,0.25000,0.25000,0.25000,0.25000
news_00930.xml,0.25000,0.25000,0.25000,0.25000
news_00931.xml,0.25000,0.25000,0.25000,0.25000
news_00932.xml,0.25000,0.25000,0.25000,0.25000
news_00934.xml,0.25000,0.25000,0.25000,0.25000
news_00941.xml,0.25000,0.25000,0.25000,0.25000
news_00947.xml,0.25000,0.25000,0.25000,0.25000
news_00948.xml,0.25000,0.25000,0.25000,0.25000
news_00952.xml,0.25000,0.25000,0.25000,0.25000
news_00953.xml,0.25000,0.25000,0.25000,0.25000
news_00954.xml,0.25000,0.25000,0.25000,0.25000
news_00955.xml,0.25000,0.25000,0.25000,0.25000
news_00956.xml,0.25000,0.25000,0.25000,0.25000
news_00959.xml,0.25000,0.25000,0.25000,0.25000
news_00960.xml,0.25000,0.25000,0.25000,0.25000
news_00961.xml,0.25000,0.25000,0.25000,0.25000
news_00967.xml,0.25000,0.25000,0.25000,0.25000
news_00968.xml,0.25000,0.25000,0.25000,0.25000
news_00973.xml,0.25000,0.25000,0.25000,0.25000
news_00975.xml,0.25000,0.25000,0.25000,0.25000
news_00978.xml,0.25000,0.25000,0.25000,0.25000
news_00979.xml,0.25000,0.25000,0.25000,0.25000
news_00981.xml,0.25000,0.25000,0.25000,0.25000
news_00985.xml,0.25000,0.25000,0.25000,0.25000
news_00986.xml,0.25000,0.25000,0.25000,0.25000
news_00989.xml,0.25000,0.25000,0.25000,0.25000
news_00990.xml,0.25000,0.25000,0.25000,0.25000
news_00992.xml,0.25000,0.25000,0.25000,0.25000
news_00995.xml,0.25000,0.25000,0.25000,0.25000
news_00996.xml,0.25000,0.25000,0.25000,0.25000
news_00997.xml,0.25000,0.25000,0.25000,0.25000
news_00998.xml,0.25000,0.25000,0.25000,0.25000
news_01000.xml,0.25000,0.25000,0.25000,0.25000
news_01001.xml,0.25000,0.25000,0.25000,0.25000
news_01003.xml,0.25000,0.25000,0.25000,0.25000
news_01005.xml,0.25000,0.25000,0.25000,0.25000
news_01006.xml,0.25000,0.25000,0.25000,0.25000
news_01011.xml,0.25000,0.25000,0.25000,0.25000
news_01018.xml,0.25000,0.25000,0.25000,0.25000
news_01019.xml,0.25000,0.25000,0.25000,0.25000
news_01023.xml,0.25000,0.25000,0.25000,0.25000
news_01028.xml,0.25000,0.25000,0.25000,0.25000
news_01031.xml,0.25000,0.25000,0.25000,0.25000
news_01034.xml,0.25000,0.25000,0.25000,0.25000
news_01040.xml,0.25000,0.25000,0.25000,0.25000
news_01041.xml,0.25000,0.25000,0.25000,0.25000
news_01043.xml,0.25000,0.25000,0.25000,0.25000
news_01045.xml,0.25000,0.25000,0.25000,0.25000
news_01047.xml,0.25000,0.25000,0.25000,0.25000
news_01051.xml,0.25000,0.25000,0.25000,0.25000
news_01054.xml,0.25000,0.25000,0.25000,0.25000
news_01057.xml,0.25000,0.25000,0.25000,0.25000
news_01065.xml,0.25000,0.25000,0.25000,0.25000
news_01070.xml,0.25000,0.25000,0.25000,0.25000
news_01071.xml,0.25000,0.25000,0.25000,0.25000
news_01072.xml,0.25000,0.25000,0.25000,0.25000
news_01077.xml,0.25000,0.25000,0.25000,0.25000
news_01078.xml,0.25000,0.25000,0.25000,0.25000
news_01079.xml,0.25000,0.25000,0.25000,0.25000
news_01081.xml,0.25000,0.25000,0.25000,0.25000
news_01088.xml,0.25000,0.25000,0.25000,0.25000
news_01091.xml,0.25000,0.25000,0.25000,0.25000
news_01101.xml,0.25000,0.25000,0.25000,0.25000
news_01109.xml,0.25000,0.25000,0.25000,0.25000
news_01113.xml,0.25000,0.25000,0.25000,0.25000
news_01117.xml,0.25000,0.25000,0.25000,0.25000
news_01118.xml,0.25000,0.25000,0.25000,0.25000
news_01123.xml,0.25000,0.25000,0.25000,0.25000
news_01129.xml,0.25000,0.25000,0.25000,0.25000
news_01133.xml,0.25000,0.25000,0.25000,0.25000
news_01137.xml,0.25000,0.25000,0.25000,0.25000
news_01139.xml,0.25000,0.25000,0.25000,0.25000
news_01141.xml,0.25000,0.25000,0.25000,0.25000
news_01145.xml,0.25000,0.25000,0.25000,0.25000
news_01149.xml,0.25000,0.25000,0.25000,0.25000
news_01155.xml,0.25000,0.25000,0.25000,0.25000
news_01160.xml,0.25000,0.25000,0.25000,0.25000
news_01173.xml,0.25000,0.25000,0.25000,0.25000
news_01177.xml,0.25000,0.25000,0.25000,0.25000
news_01181.xml,0.25000,0.25000,0.25000,0.25000
news_01182.xml,0.25000,0.25000,0.25000,0.25000
news_01183.xml,0.25000,0.25000,0.25000,0.25000
news_01187.xml,0.25000,0.25000,0.25000,0.25000
news_01190.xml,0.25000,0.25000,0.25000,0.25000
news_01191.xml,0.25000,0.25000,0.25000,0.25000
news_01192.xml,0.25000,0.25000,0.25000,0.25000
news_01193.xml,0.25000,0.25000,0.25000,0.25000
news_01199.xml,0.25000,0.25000,0.25000,0.25000
news_01205.xml,0.25000,0.25000,0.25000,0.25000
news_01207.xml,0.25000,0.25000,0.25000,0.25000
news_01208.xml,0.25000,0.25000,0.25000,0.25000
news_01213.xml,0.25000,0.25000,0.25000,0.25000
news_01216.xml,0.25000,0.25000,0.25000,0.25000
news_01220.xml,0.25000,0.25000,0.25000,0.25000
news_01226.xml,0.25000,0.25000,0.25000,0.25000
news_01227.xml,0.25000,0.25000,0.25000,0.25000
news_01235.xml,0.25000,0.25000,0.25000,0.25000
news_01237.xml,0.25000,0.25000,0.25000,0.25000
news_01241.xml,0.25000,0.25000,0.25000,0.25000
news_01246.xml,0.25000,0.25000,0.25000,0.25000
news_01251.xml,0.25000,0.25000,0.25000,0.25000
news_01257.xml,0.25000,0.25000,0.25000,0.25000
news_01258.xml,0.25000,0.25000,0.25000,0.25000
news_01263.xml,0.25000,0.25000,0.25000,0.25000
news_01266.xml,0.25000,0.25000,0.25000,0.25000
news_01268.xml,0.25000,0.25000,0.25000,0.25000
news_01274.xml,0.25000,0.25000,0.25000,0.25000
news_01280.xml,0.25000,0.25000,0.25000,0.25000
news_01282.xml,0.25000,0.25000,0.25000,0.25000
news_01284.xml,0.25000,0.25000,0.25000,0.25000
news_01285.xml,0.25000,0.25000,0.25000,0.25000
news_01286.xml,0.25000,0.25000,0.25000,0.25000
news_01292.xml,0.25000,0.25000,0.25000,0.25000
news_01296.xml,0.25000,0.25000,0.25000,0.25000
news_01304.xml,0.25000,0.25000,0.25000,0.25000
news_01305.xml,0.25000,0.25000,0.25000,0.25000
news_01306.xml,0.25000,0.25000,0.25000,0.25000
news_01309.xml,0.25000,0.25000,0.25000,0.25000
news_01312.xml,0.25000,0.25000,0.25000,0.25000
news_01313.xml,0.25000,0.25000,0.25000,0.25000
news_01317.xml,0.25000,0.25000,0.25000,0.25000
news_01318.xml,0.25000,0.25000,0.25000,0.25000
news_01319.xml,0.25000,0.25000,0.25000,0.25000
news_01320.xml,0.25000,0.25000,0.25000,0.25000
news_01321.xml,0.25000,0.25000,0.25000,0.25000
news_01323.xml,0.25000,0.25000,0.25000,0.25000
news_01327.xml,0.25000,0.25000,0.25000,0.25000
news_01328.xml,0.25000,0.25000,0.25000,0.25000
news_01331.xml,0.25000,0.25000,0.25000,0.25000
news_01339.xml,0.25000,0.25000,0.25000,0.25000
news_01341.xml,0.25000,0.25000,0.25000,0.25000
news_01345.xml,0.25000,0.25000,0.25000,0.25000
news_01346.xml,0.25000,0.25000,0.25000,0.25000
news_01355.xml,0.25000,0.25000,0.25000,0.25000
news_01357.xml,0.25000,0.25000,0.25000,0.25000
news_01359.xml,0.25000,0.25000,0.25000,0.25000
news_01361.xml,0.25000,0.25000,0.25000,0.25000
news_01362.xml,0.25000,0.25000,0.25000,0.25000
news_01363.xml,0.25000,0.25000,0.25000,0.25000
news_01368.xml,0.25000,0.25000,0.25000,0.25000
news_01371.xml,0.25000,0.25000,0.25000,0.25000
news_01372.xml,0.25000,0.25000,0.25000,0.25000
news_01382.xml,0.25000,0.25000,0.25000,0.25000
news_01383.xml,0.25000,0.25000,0.25000,0.25000
news_01394.xml,0.25000,0.25000,0.25000,0.25000
news_01401.xml,0.25000,0.25000,0.25000,0.25000
news_01403.xml,0.25000,0.25000,0.25000,0.25000
news_01404.xml,0.25000,0.25000,0.25000,0.25000
news_01411.xml,0.25000,0.25000,0.25000,0.25000
news_01412.xml,0.25000,0.25000,0.25000,0.25000
news_01417.xml,0.25000,0.25000,0.25000,0.25000
news_01418.xml,0.25000,0.25000,0.25000,0.25000
news_01424.xml,0.25000,0.25000,0.25000,0.25000
news_01425.xml,0.25000,0.25000,0.25000,0.25000
news_01433.xml,0.25000,0.25000,0.25000,0.25000
news_01435.xml,0.25000,0.25000,0.25000,0.25000
news_01436.xml,0.25000,0.25000,0.25000,0.25000
news_01438.xml,0.25000,0.25000,0.25000,0.25000
news_01445.xml,0.25000,0.25000,0.25000,0.25000
news_01446.xml,0.25000,0.25000,0.25000,0.25000
news_01457.xml,0.25000,0.25000,0.25000,0.25000
news_01460.xml,0.25000,0.25000,0.25000,0.25000
news_01465.xml,0.25000,0.25000,0.25000,0.25000
news_01466.xml,0.25000,0.25000,0.25000,0.25000
news_01471.xml,0.25000,0.25000,0.25000,0.25000
news_01474.xml,0.25000,0.25000,0.25000,0.25000
news_01478.xml,0.25000,0.25000,0.25000,0.25000
news_01486.xml,0.25000,0.25000,0.25000,0.25000
news_01487.xml,0.25000,0.25000,0.25000,0.25000
news_01492.xml,0.25000,0.25000,0.25000,0.25000
news_01498.xml,0.25000,0.25000,0.25000,0.25000
news_01507.xml,0.25000,0.25000,0.25000,0.25000
news_01519.xml,0.25000,0.25000,0.25000,0.25000
news_01525.xml,0.25000,0.25000,0.25000,0.25000
news_01530.xml,0.25000,0.25000,0.25000,0.25000
news_01532.xml,0.25000,0.25000,0.25000,0.25000
news_01533.xml,0.25000,0.25000,0.25000,0.25000
news_01543.xml,0.25000,0.25000,0.25000,0.25000
news_01544.xml,0.25000,0.25000,0.25000,0.25000
news_01546.xml,0.25000,0.25000,0.25000,0.25000
news_01550.xml,0.25000,0.25000,0.25000,0.25000
news_01556.xml,0.25000,0.25000,0.25000,0.25000
news_01558.xml,0.25000,0.25000,0.25000,0.25000
news_01560.xml,0.25000,0.25000,0.25000,0.25000
news_01563.xml,0.25000,0.25000,0.25000,0.25000
news_01565.xml,0.25000,0.25000,0.25000,0.25000
news_01571.xml,0.25000,0.25000,0.25000,0.25000
news_01580.xml,0.25000,0.25000,0.25000,0.25000
news_01581.xml,0.25000,0.25000,0.25000,0.25000
news_01582.xml,0.25000,0.25000,0.25000,0.25000
news_01589.xml,0.25000,0.25000,0.25000,0.25000
news_01591.xml,0.25000,0.25000,0.25000,0.25000
news_01592.xml,0.25000,0.25000,0.25000,0.25000
news_01601.xml,0.25000,0.25000,0.25000,0.25000
news_01607.xml,0.25000,0.25000,0.25000,0.25000
news_01616.xml,0.25000,0.25000,0.25000,0.25000
news_01617.xml,0.25000,0.25000,0.25000,0.25000
news_01624.xml,0.25000,0.25000,0.25000,0.25000
news_01625.xml,0.25000,0.25000,0.25000,0.25000
news_01627.xml,0.25000,0.25000,0.25000,0.25000
news_01628.xml,0.25000,0.25000,0.25000,0.25000
news_01630.xml,0.25000,0.25000,0.25000,0.25000
news_01634.xml,0.25000,0.25000,0.25000,0.25000
news_01644.xml,0.25000,0.25000,0.25000,0.25000
news_01647.xml,0.25000,0.25000,0.25000,0.25000
news_01655.xml,0.25000,0.25000,0.25000,0.25000
news_01657.xml,0.25000,0.25000,0.25000,0.25000
news_01659.xml,0.25000,0.25000,0.25000,0.25000
news_01664.xml,0.25000,0.25000,0.25000,0.25000
news_01668.xml,0.25000,0.25000,0.25000,0.25000
news_01671.xml,0.25000,0.25000,0.25000,0.25000
news_01685.xml,0.25000,0.25000,0.25000,0.25000
news_01688.xml,0.25000,0.25000,0.25000,0.25000
news_01690.xml,0.25000,0.25000,0.25000,0.25000
news_01691.xml,0.25000,0.25000,0.25000,0.25000
news_01693.xml,0.25000,0.25000,0.25000,0.25000
news_01699.xml,0.25000,0.25000,0.25000,0.25000
news_01702.xml,0.25000,0.25000,0.25000,0.25000
news_01703.xml,0.25000,0.25000,0.25000,0.25000
news_01705.xml,0.25000,0.25000,0.25000,0.25000
news_01708.xml,0.25000,0.25000,0.25000,0.25000
news_01718.xml,0.25000,0.25000,0.25000,0.25000
